molecule_chembl_id,canonical_smiles,bioactivity,disease,target_chembl_id,target_name,MoleculeWeight,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL394947,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CN(CC(=O)O)Cc2ccc(OCc3ccccc3)cc2)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,562.6660000000004,6.937320000000006,1,6,6.73754891026957
CHEMBL245656,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CN(CC(=O)O)Cc2cccc(Oc3ccccc3)c2)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,548.6390000000004,7.150620000000006,1,6,6.958607314841775
CHEMBL246272,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CN(CC(=O)O)Cc2ccc(Oc3ccccc3)cc2)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,548.6390000000004,7.150620000000006,1,6,6.638272163982407
CHEMBL428748,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CN(CCCc2ccccc2)CC(=O)O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,484.5960000000003,5.790920000000005,1,5,6.111820506081675
CHEMBL246473,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CN(CCc2ccccc2)CC(=O)O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,470.56900000000024,5.400820000000004,1,5,6.872895201635193
CHEMBL107367,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,546.6230000000003,6.610320000000006,2,6,6.66354026615147
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,357.435,2.490900000000001,1,6,6.59176003468815
CHEMBL248906,CCCCCCCN(CCc1ccc(O[C@@](C)(CC)C(=O)O)cc1)C(=O)Nc1ccc(F)cc1F,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,490.5910000000002,6.6439000000000075,2,3,6.173925197299173
CHEMBL253120,CCc1c(C(=O)OC)cc2c(c1O)C(=O)c1c(O)cc3cc(C)c(Cl)c(OC)c3c1C2=O,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,454.86200000000025,4.345820000000003,2,7,6.795880017344075
CHEMBL400132,COc1c(Cl)c(C)cc2cc(O)c3c(c12)C(=O)c1cc2c(c(O)c1C3=O)C(C)OC2=O,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,438.81900000000024,4.228220000000001,2,7,6.494850021680094
CHEMBL254815,COC(=O)c1cc2c(c(O)c1C(C)OC(=O)CO)C(=O)c1c(O)cc3cc(C)c(Cl)c(OC)c3c1C2=O,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,528.8970000000003,3.379920000000003,3,10,7.045757490560675
CHEMBL254814,COC(=O)c1cc2c(c(O)c1C(C)OC(C)=O)C(=O)c1c(O)cc3cc(C)c(Cl)c(OC)c3c1C2=O,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,512.8980000000003,4.4075200000000025,2,9,7.0
CHEMBL254815,COC(=O)c1cc2c(c(O)c1C(C)OC(=O)CO)C(=O)c1c(O)cc3cc(C)c(Cl)c(OC)c3c1C2=O,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,528.8970000000003,3.379920000000003,3,10,6.221848749616356
CHEMBL248906,CCCCCCCN(CCc1ccc(O[C@@](C)(CC)C(=O)O)cc1)C(=O)Nc1ccc(F)cc1F,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,490.5910000000002,6.6439000000000075,2,3,6.221848749616356
CHEMBL272962,COc1ccc(N2C(=O)C(Cc3cccc(OCCc4nc(-c5ccccc5)oc4C)c3)C2C(=O)O)cn1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,513.5500000000002,4.333820000000003,1,7,6.638272163982407
CHEMBL255388,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2C(=O)N(c3ccc(Cl)cc3)C2C(=O)O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,516.9810000000002,5.583620000000004,1,5,6.443697499232712
CHEMBL271739,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2C(=O)N(c3ccc(F)cc3)C2C(=O)O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,500.5260000000002,5.069320000000004,1,5,6.7447274948966935
CHEMBL403847,COc1ccc(N2C(=O)C(Cc3cccc(OCCc4nc(-c5ccccc5)oc4C)c3)C2C(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,512.5620000000002,4.938820000000003,1,6,6.795880017344075
CHEMBL272336,Cc1oc(-c2ccc(Cl)cc2)nc1CCOc1cccc(C[C@@H]2C(=O)N(c3ccc(C(C)(C)C)cc3)[C@@H]2C(=O)O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,573.0890000000003,6.881120000000008,1,5,6.173925197299173
CHEMBL257517,COc1ccc(-c2nc(CCOc3cccc(C[C@@H]4C(=O)N(c5ccc(C(C)(C)C)cc5)[C@@H]4C(=O)O)c3)c(C)o2)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,568.6700000000003,6.236320000000006,1,6,6.657577319177793
CHEMBL429734,Cc1oc(-c2cccc(Cl)c2)nc1CCOc1cccc(C[C@@H]2C(=O)N(c3ccc(C(C)(C)C)cc3)[C@@H]2C(=O)O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,573.0890000000003,6.881120000000008,1,5,6.6020599913279625
CHEMBL404646,COc1cccc(-c2nc(CCOc3cccc(C[C@@H]4C(=O)N(c5ccc(C(C)(C)C)cc5)[C@@H]4C(=O)O)c3)c(C)o2)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,568.6700000000002,6.236320000000006,1,6,6.958607314841775
CHEMBL256468,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2C(=O)N(c3ccc(C(C)(C)C)cc3)[C@@H]2C(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,538.6440000000003,6.227720000000006,1,5,6.958607314841775
CHEMBL272963,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@H]2C(=O)N(c3ccc(C(C)(C)C)cc3)[C@H]2C(=O)O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,538.6440000000003,6.227720000000006,1,5,6.096910013008056
CHEMBL255389,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@@H]2C(=O)N(c3ccc(C(C)(C)C)cc3)[C@@H]2C(=O)O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,538.6440000000003,6.227720000000006,1,5,7.3979400086720375
CHEMBL411118,COc1ccc(N2C(=O)[C@@H](Cc3ccc(OCCc4nc(-c5ccccc5)oc4C)cc3)[C@H]2C(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,512.5620000000002,4.938820000000003,1,6,7.3979400086720375
CHEMBL271240,COc1ccc(N2C(=O)[C@@H](Cc3cccc(OCCc4nc(-c5ccccc5)oc4C)c3)[C@H]2C(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,512.5620000000002,4.938820000000003,1,6,7.0
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,357.435,2.490900000000001,1,6,7.366531544420414
CHEMBL557580,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1.Cl,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,553.0110000000003,5.787520000000006,1,7,6.607303046740334
CHEMBL257761,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCC(=O)N(C(C)=O)C(=O)c3ccccc3)cc2)cc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,548.5480000000003,3.7652000000000028,1,8,4.823908740944319
CHEMBL401829,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCC(=O)NC(=O)c3ccccc3)cc2)cc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,506.51100000000025,3.506300000000002,2,7,4.823908740944319
CHEMBL254989,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CC(=O)O)C(=O)Oc2ccc(O)cc2)cc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,502.52300000000025,5.062720000000004,2,7,4.823908740944319
CHEMBL429671,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3CO)cc2)cc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,532.5490000000003,4.549600000000005,2,8,4.823908740944319
CHEMBL254347,O=C(O)CN(Cc1ccc(OCCc2nc(-c3ccccc3)oc2CO)cc1)C(=O)Oc1ccc(O)cc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,518.5220000000003,4.246600000000004,3,8,4.823908740944319
CHEMBL444373,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(O)cc2)cc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,331.324,2.4864000000000006,2,5,4.823908740944319
CHEMBL257761,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCC(=O)N(C(C)=O)C(=O)c3ccccc3)cc2)cc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,548.5480000000003,3.7652000000000028,1,8,4.6020599913279625
CHEMBL401829,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCC(=O)NC(=O)c3ccccc3)cc2)cc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,506.51100000000025,3.506300000000002,2,7,4.6020599913279625
CHEMBL254989,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CC(=O)O)C(=O)Oc2ccc(O)cc2)cc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,502.52300000000025,5.062720000000004,2,7,4.6020599913279625
CHEMBL429671,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3CO)cc2)cc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,532.5490000000003,4.549600000000005,2,8,4.6020599913279625
CHEMBL254347,O=C(O)CN(Cc1ccc(OCCc2nc(-c3ccccc3)oc2CO)cc1)C(=O)Oc1ccc(O)cc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,518.5220000000003,4.246600000000004,3,8,4.6020599913279625
CHEMBL444373,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(O)cc2)cc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,331.324,2.4864000000000006,2,5,4.698970004336019
CHEMBL253952,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccc(O)cc4)oc3C)cc2)cc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,532.5490000000003,5.0713200000000045,2,8,4.703334809738469
CHEMBL186179,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,516.5500000000003,5.365720000000005,1,7,6.6020599913279625
CHEMBL256142,CCCOC(=O)N1C=C(Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)C(C(=O)O)CC1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,504.58300000000025,5.651020000000005,1,6,6.30189945437661
CHEMBL401534,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2=CN(C(=O)OCc3ccccc3)CCC2C(=O)O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,552.6270000000004,6.441220000000006,1,6,6.184422251675732
CHEMBL256358,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2=CN(C(=O)OCC(C)C)CCC2C(=O)O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,518.6100000000004,5.897020000000005,1,6,6.064996848546345
CHEMBL256569,CCCOC(=O)N1CCC(C(=O)O)=C(Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)C1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,504.5830000000003,5.447520000000005,1,6,6.013228265733755
CHEMBL402956,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2=C(C(=O)O)CCN(C(=O)OCc3ccccc3)C2)c1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,552.6270000000003,6.237720000000005,1,6,4.823908740944319
CHEMBL255097,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C2CN(C(=O)OCC(C)C)CCC2CC(=O)O)c1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,520.6260000000004,5.944320000000005,1,6,4.823908740944319
CHEMBL255309,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C2=C(CC(=O)O)CCN(C(=O)Oc3ccccc3)C2)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,538.6000000000003,6.404520000000005,1,6,7.795880017344075
CHEMBL403432,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C2=C(CC(=O)O)CCN(C(=O)OCC(C)C)C2)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,518.6100000000005,5.9981200000000054,1,6,6.886056647693163
CHEMBL257164,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC2CN(C(=O)OCC(C)C)CCC2C(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,534.6530000000005,6.0194200000000055,1,6,6.148130399270234
CHEMBL257165,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2CN(C(=O)OCC(C)C)CCC2C(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,520.6260000000004,5.629320000000005,1,6,6.667561540084395
CHEMBL256505,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C2=C(C(=O)O)CCN(Cc3ccccc3)C2)c1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,494.5910000000003,6.015620000000005,1,5,4.560667306169737
CHEMBL255251,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C2=C(C(=O)O)CCN(C(=O)OCC(C)C)C2)cc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,504.58300000000037,5.608020000000005,1,6,4.5638373529592435
CHEMBL257345,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC2=C(C(=O)O)CCN(C(=O)OCC(C)C)C2)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,532.6370000000005,6.083620000000005,1,6,6.5934598195660445
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,357.435,2.490900000000001,1,6,6.562249437179612
CHEMBL478563,CC(=O)N(Cc1ccc(C[C@@H](C(=O)O)n2cccc2)cc1)Cc1nc(-c2ccccc2)oc1C,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,457.5300000000002,4.868620000000004,1,5,4.0
CHEMBL516129,Cc1oc(-c2ccccc2)nc1CN(C)Cc1ccc(C[C@@H](C(=O)O)n2cccc2)cc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,429.5200000000001,4.951920000000003,1,5,4.0
CHEMBL477690,Cc1oc(-c2ccccc2)nc1CNCc1ccc(C[C@@H](C(=O)O)n2cccc2)cc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,415.4930000000001,4.609720000000003,2,5,4.301029995663981
CHEMBL514696,CN(CCCc1ccc(C[C@@H](C(=O)O)n2cccc2)cc1)c1ccccc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,362.47300000000007,4.425500000000004,1,3,4.958607314841775
CHEMBL515972,CN(CCCc1ccc(C[C@@H](C(=O)O)n2cccc2)cc1)c1ccccn1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,363.46100000000007,3.8205000000000027,1,4,4.552841968657781
CHEMBL478335,Cc1oc(-c2ccccc2)nc1CCCc1ccc(CC(C(=O)O)c2ccc(-c3ccccc3)cc2)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,501.62600000000015,7.903220000000006,1,3,6.231361898752385
CHEMBL515181,Cc1oc(-c2ccccc2)nc1CCCc1ccc(CC(C(=O)O)c2cccnc2)cc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,426.5160000000001,5.631220000000004,1,4,4.657577319177793
CHEMBL477095,Cc1oc(-c2ccccc2)nc1CCCc1ccc(C[C@@H](C(=O)O)n2cccc2)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,414.50500000000005,5.495220000000003,1,4,6.732828271596986
CHEMBL479002,Cc1oc(-c2ccccc2)nc1C/C=C/c1ccc(C[C@@H](C(=O)O)n2cccc2)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,412.4890000000001,5.575820000000004,1,4,6.5934598195660445
CHEMBL479001,CN(C/C=C/c1ccc(C[C@@H](C(=O)O)n2cccc2)cc1)c1ccccn1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,361.44500000000005,3.9011000000000022,1,4,4.920818753952375
CHEMBL477941,CN(CC#Cc1ccc(C[C@@H](C(=O)O)n2cccc2)cc1)c1ccccc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,358.44100000000003,3.844400000000003,1,3,4.920818753952375
CHEMBL477940,CN(CC#Cc1ccc(CC(C(=O)O)n2cccc2)cc1)c1ccccn1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,359.42900000000003,3.2394000000000025,1,4,4.275724130399211
CHEMBL478726,Cc1oc(-c2ccccc2)nc1CC#Cc1ccc(CC(C(=O)O)c2cccnc2)cc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,422.4840000000001,5.050120000000003,1,4,4.585026652029182
CHEMBL478725,Cc1oc(-c2ccccc2)nc1CC#Cc1ccc(C[C@@H](C(=O)O)n2cccc2)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,410.47300000000007,4.914120000000003,1,4,6.533132379645891
CHEMBL104850,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H](C(=O)O)n2cccc2)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,416.4770000000001,4.941420000000003,1,5,7.5376020021010435
CHEMBL495506,Cc1cccc(NC(=O)c2cccc(S(=O)(=O)N3CCc4ccccc4C3)c2)c1C(=O)O,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,450.5160000000003,3.692520000000002,2,4,5.0
CHEMBL484465,Cc1cccc(C(=O)O)c1NC(=O)c1cccc(S(=O)(=O)N2CCc3ccccc3C2)c1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,450.51600000000025,3.6925200000000027,2,4,5.0
CHEMBL525552,COc1ccc2c(ccn2S(=O)(=O)c2cccc(C(=O)Nc3ccc(C)cc3C(=O)O)c2)c1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,464.4990000000002,4.145820000000002,2,6,5.0
CHEMBL522224,Cc1ccc(NC(=O)c2cccc(S(=O)(=O)n3ccc4cccc(C)c43)c2)c(C(=O)O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,448.5000000000002,4.445640000000003,2,5,6.0
CHEMBL496534,Cc1ccc(NC(=O)c2cccc(S(=O)(=O)n3ccc4cccc(Cl)c43)c2)c(C(=O)O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,468.91800000000023,4.790620000000003,2,5,6.0999990348465305
CHEMBL469939,Cc1ccc(OS(=O)(=O)/C=C/c2ccccc2)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,274.341,3.374520000000002,0,3,6.39040559077478
CHEMBL469940,O=S(=O)(/C=C/c1ccccc1)Oc1ccc(Cl)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,294.759,3.7195000000000027,0,3,6.519993057042849
CHEMBL471828,O=S(=O)(/C=C/c1ccccc1)Oc1ccc(OCc2ccccc2)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,366.43800000000005,4.645100000000004,0,4,6.153044674980176
CHEMBL471829,CCOC(=O)c1ccc(OS(=O)(=O)/C=C/c2ccccc2)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,332.377,3.2428000000000017,0,5,6.126679398184601
CHEMBL470574,CC(=O)Nc1ccc(OS(=O)(=O)/C=C/c2ccccc2)cc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,317.366,3.0245000000000015,1,4,4.970129435996047
CHEMBL513215,O=S(=O)(/C=C/c1ccccc1)Oc1cccc(Oc2ccccc2)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,352.41100000000006,4.858400000000004,0,4,6.4179366370882915
CHEMBL470575,O=C(O)c1cccc(OS(=O)(=O)/C=C/c2ccccc2)c1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,304.323,2.7643000000000013,1,4,4.86899118720936
CHEMBL474157,Cc1oc(-c2ccccc2)nc1CCOc1cccc(Cc2cn(-c3ccccc3)cc2C(=O)O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,478.5480000000002,6.351220000000006,1,5,6.795880017344075
CHEMBL514328,Cc1oc(-c2ccccc2)nc1CCOc1ccc(Cc2cn(-c3ccccc3)cc2C(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,478.5480000000002,6.351220000000006,1,5,6.050609993355087
CHEMBL473952,Cc1oc(-c2ccccc2)nc1CCOc1cccc(Cc2nn(-c3ccccc3)cc2C(=O)O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,479.5360000000002,5.7462200000000045,1,6,6.853871964321762
CHEMBL474149,Cc1oc(-c2ccccc2)nc1CCOc1cccc(Cc2cn(-c3ccccc3)nc2C(=O)O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,479.5360000000002,5.746220000000005,1,6,7.154901959985743
CHEMBL515106,Cc1oc(-c2ccccc2)nc1CCOc1cccc(Cc2nn(-c3ccccc3)nc2C(=O)O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,480.52400000000017,5.141220000000004,1,7,7.161150909262744
CHEMBL514173,Cc1oc(-c2ccccc2)nc1CCOc1cccc(Cc2c(C(=O)O)nnn2-c2ccccc2)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,480.52400000000017,5.141220000000003,1,7,6.1249387366083
CHEMBL474947,Cc1oc(-c2ccccc2)nc1CCOc1ccc(Cc2nn(-c3ccccc3)nc2C(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,480.52400000000017,5.141220000000004,1,7,6.147520006363144
CHEMBL514174,Cc1oc(-c2ccccc2)nc1CCOc1ccc(Cc2c(C(=O)O)nnn2-c2ccccc2)cc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,480.52400000000017,5.141220000000004,1,7,5.0
CHEMBL474550,Cc1oc(-c2ccccc2)nc1CCOc1ccc(Cc2nnn(-c3ccccc3)c2C(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,480.52400000000017,5.141220000000004,1,7,6.055517327849832
CHEMBL474551,Cc1oc(-c2ccccc2)nc1CCOc1cccc(-c2nn(-c3ccccc3)nc2C(=O)O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,466.4970000000001,5.217420000000004,1,7,6.173925197299173
CHEMBL491750,Cc1oc(-c2ccccc2)nc1CCOc1cccc(-c2nn(-c3ccccc3)nc2CC(=O)O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,480.52400000000017,5.146320000000005,1,7,7.468521082957745
CHEMBL491751,Cc1oc(-c2ccccc2)nc1CCOc1cccc(Cc2nn(-c3ccccc3)nc2CC(=O)O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,494.5510000000002,5.070120000000004,1,7,8.301029995663981
CHEMBL489507,Cc1oc(-c2ccccc2)nc1CCOc1ccc(-c2nn(-c3ccccc3)nc2CC(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,480.52400000000017,5.146320000000005,1,7,6.286509456906058
CHEMBL491142,Cc1oc(-c2ccccc2)nc1CCOc1ccc(Cc2nn(-c3ccccc3)nc2CC(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,494.5510000000002,5.070120000000004,1,7,8.154901959985743
CHEMBL489597,CCOC(=O)C[C@H](C)NC(=O)c1csc(C2CCN(C(=O)c3c(F)cccc3Cl)CC2)n1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,481.97700000000026,4.026900000000003,1,6,4.356547323513812
CHEMBL491039,CCn1c(SCC(=O)Nc2ccc(C(=O)O)cc2)nnc1-c1cc2cccc(OC)c2o1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,452.49200000000025,4.148800000000002,2,8,4.3979400086720375
CHEMBL523306,COC(=O)c1ccc(NC(=O)C[C@H]2C(=O)N(c3cccc(OC)c3)C(=O)N2Cc2ccc(OC)cc2)cc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,517.5380000000004,3.856600000000003,1,7,4.886056647693163
CHEMBL491237,O=C(O)c1ccc(COc2ccc3ccccc3c2/C=N/c2ccc(N3CCOCC3)cc2)cc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,466.53700000000026,5.7042000000000055,1,5,4.698970004336019
CHEMBL452051,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@@H](C)C(=O)O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,531.9140000000002,6.632920000000006,1,5,9.0
CHEMBL517436,Cc1c(Oc2ccc(Cl)cc2)c2ccc(C(F)(F)F)nc2n1Cc1ccc(Cl)c(O[C@@H](C)C(=O)O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,539.3370000000002,7.3628200000000055,1,5,7.657577319177793
CHEMBL461944,Cc1c(Oc2ccc(Cl)cc2)c2ccc(Cl)nc2n1Cc1ccc(Cl)c(O[C@@H](C)C(=O)O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,505.7850000000003,6.997420000000006,1,5,8.522878745280337
